mirna_id	AS035_CD4_200_SV	OBB4633_CD14_400_SV	OBB4633_CD4_200	OBB4633_CD4_200_SV	OBB3073_CD14_150ng	OBB3073_CD14_200ng	OBB3073_CD14_250ng	OBB3073_CD14_300ng	OBB3073_CD4_150ng	OBB3073_CD4_200ng	OBB3073_CD4_250ng	OBB3073_CD4_300ng	OBB2657_CD4_150ng	OBB2657_CD4_200ng	OBB2657_CD4_250ng	OBB2657_CD4_300ng
hsa-miR-4672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-4673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4675	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4676-3p	0	2	0	0	4	2	1	2	0	0	1	0	0	1	0	0
hsa-miR-4676-5p	0	0	1	0	0	2	0	0	0	0	1	0	0	1	0	0
hsa-miR-4677-3p	34	74	24	27	53	88	31	61	31	25	23	33	20	18	27	43
hsa-miR-4677-5p	1	1	0	1	0	6	1	1	0	0	0	0	0	0	0	0
hsa-miR-4678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4680-3p	0	3	0	0	1	3	0	1	1	0	1	1	0	0	0	0
hsa-miR-4680-5p	0	4	0	0	3	2	2	2	1	0	0	1	0	4	0	0
hsa-miR-4681	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-4682	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-4683	1	0	0	1	0	0	0	0	0	2	1	2	2	1	1	6
hsa-miR-4684-3p	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-4684-5p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4685-3p	0	1	1	4	0	3	3	2	4	1	4	2	2	2	1	4
hsa-miR-4685-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4687-3p	1	0	0	0	1	0	0	1	0	0	2	0	1	0	1	0
hsa-miR-4687-5p	0	0	0	0	2	2	3	2	1	0	1	1	1	1	2	1
hsa-miR-4688	0	0	0	1	2	1	1	1	1	1	1	1	1	1	0	0
hsa-miR-4689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4690-3p	1	3	0	0	2	11	1	2	2	2	1	2	1	3	1	1
hsa-miR-4690-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-4691-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4691-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4693-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4693-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4694-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4694-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4695-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4695-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4697-3p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-4697-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4
hsa-miR-4698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-4699-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4699-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4700-3p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4700-5p	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	1
hsa-miR-4701-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4701-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4703-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4703-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4704-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4704-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4707-3p	0	6	1	1	3	2	1	5	0	0	0	1	0	0	0	1
hsa-miR-4707-5p	0	0	0	1	6	7	2	3	0	0	0	0	0	0	0	0
hsa-miR-4708-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4708-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4709-3p	0	6	0	0	2	8	2	6	0	0	0	2	0	0	1	0
hsa-miR-4709-5p	0	2	0	0	7	21	4	4	0	1	0	1	0	0	0	0
hsa-miR-4710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4711-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4711-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4712-3p	0	0	0	0	0	2	0	0	0	0	1	0	0	0	1	1
hsa-miR-4712-5p	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4713-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4713-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4714-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4714-5p	0	0	1	0	0	2	0	0	1	0	1	1	0	0	0	1
hsa-miR-4715-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4715-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-4716-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4716-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4717-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4717-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4720-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4720-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-4722-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4722-5p	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4723-3p	0	0	0	0	1	3	1	0	0	0	0	0	0	0	0	1
hsa-miR-4723-5p	1	0	1	1	0	1	0	0	1	1	0	1	1	0	1	2
hsa-miR-4724-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4724-5p	0	3	0	3	2	10	2	7	0	0	1	1	2	2	2	1
hsa-miR-4725-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4725-5p	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4726-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4726-5p	0	2	0	0	2	2	0	1	0	0	1	1	2	0	2	0
hsa-miR-4727-3p	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0
hsa-miR-4727-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4728-3p	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
hsa-miR-4728-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4729	0	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0
hsa-miR-4730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4731-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4731-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4732-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4732-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4733-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4733-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4734	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4735-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4735-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4737	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0
hsa-miR-4738-3p	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	1
hsa-miR-4738-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4739	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4740-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4740-5p	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
hsa-miR-4741	0	2	0	0	2	5	0	1	1	0	0	0	0	0	0	0
hsa-miR-4742-3p	2	1	1	1	3	8	2	4	4	6	6	5	1	4	3	5
hsa-miR-4742-5p	0	3	0	0	3	4	3	4	1	0	0	2	0	0	0	1
hsa-miR-4743-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4743-5p	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
hsa-miR-4744	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
hsa-miR-4745-3p	0	0	0	0	1	0	2	1	0	0	0	0	0	0	2	3
hsa-miR-4745-5p	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
hsa-miR-4746-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4746-5p	7	48	4	5	47	106	34	54	7	8	9	9	3	3	7	7
hsa-miR-4747-3p	0	1	0	0	1	2	1	2	0	0	0	0	0	0	0	0
hsa-miR-4747-5p	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4748	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4749-3p	0	0	0	0	0	0	0	2	0	0	1	3	0	0	1	1
hsa-miR-4749-5p	0	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0
hsa-miR-4750-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4750-5p	1	1	0	0	1	2	1	1	0	0	0	0	0	0	0	0
hsa-miR-4751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4753-3p	2	0	0	0	4	1	0	1	1	1	1	1	1	0	2	3
hsa-miR-4753-5p	0	0	0	0	1	1	0	1	0	0	0	0	1	1	0	0
hsa-miR-4754	0	0	1	0	0	3	1	0	0	0	0	0	0	0	1	0
hsa-miR-4755-3p	0	1	0	0	4	4	2	3	1	1	1	0	0	2	0	0
hsa-miR-4755-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-4756-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4756-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4757-3p	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
hsa-miR-4757-5p	1	0	1	2	0	0	0	2	1	1	0	1	0	1	0	1
hsa-miR-4758-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4758-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4760-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4760-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4761-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4761-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4762-3p	0	2	0	0	0	3	0	4	0	1	1	2	0	1	1	1
hsa-miR-4762-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4763-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4763-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4764-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4764-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4765	1	1	0	0	0	3	1	1	1	0	0	0	0	0	0	0
hsa-miR-4766-3p	0	2	0	2	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4766-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4767	0	4	0	2	2	1	1	0	0	0	0	1	2	2	2	1
hsa-miR-4768-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4768-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4769-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-4769-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4772-3p	17	3	6	7	3	7	2	3	5	11	8	11	7	6	8	12
hsa-miR-4772-5p	7	3	3	5	4	7	3	3	2	7	7	9	8	8	8	23
hsa-miR-4773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4774-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4774-5p	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0	0
hsa-miR-4775	2	10	0	0	11	21	3	14	0	1	0	1	1	1	1	0
hsa-miR-4776-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4776-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4777-3p	2	10	0	0	3	13	2	6	1	1	0	0	0	0	0	1
hsa-miR-4777-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4778-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4778-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4779	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1
hsa-miR-4780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4781-3p	3	8	8	11	6	11	4	7	9	8	6	15	10	5	8	16
hsa-miR-4781-5p	1	1	4	2	1	1	0	0	2	1	1	2	4	1	4	3
hsa-miR-4782-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4782-5p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4783-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4783-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4786-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4786-5p	0	1	0	0	0	3	0	0	1	0	0	0	0	0	0	0
hsa-miR-4787-3p	0	1	0	1	1	5	1	2	0	0	0	1	0	0	0	1
hsa-miR-4787-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4789-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4789-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4790-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4790-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4791	3	3	2	0	2	0	4	2	2	3	2	5	3	1	4	3
hsa-miR-4792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4793-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4793-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4794	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
hsa-miR-4795-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4795-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4796-3p	2	3	8	2	0	3	1	3	7	5	6	4	3	4	3	6
hsa-miR-4796-5p	0	5	4	3	2	7	2	4	5	1	3	5	4	1	5	6
hsa-miR-4797-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4797-5p	0	0	0	0	1	1	2	1	0	1	0	1	0	0	0	0
hsa-miR-4798-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4798-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4799-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4799-5p	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0
hsa-miR-4800-3p	0	0	1	0	2	1	2	0	1	1	0	1	1	1	3	2
hsa-miR-4800-5p	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0
hsa-miR-4801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4802-3p	0	28	1	0	18	17	11	23	1	0	0	0	0	0	0	0
hsa-miR-4802-5p	1	14	0	0	4	13	4	6	0	0	0	0	0	0	1	0
hsa-miR-4803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4804-3p	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4804-5p	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-483-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-483-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-484	1939	10158	2269	2368	12860	21856	7389	12888	2621	3031	2643	3145	2618	2627	4052	4225
hsa-miR-485-3p	1	15	1	0	3	5	2	2	2	5	1	4	0	1	1	1
hsa-miR-485-5p	1	3	0	0	1	5	2	1	2	2	0	1	0	1	1	0
hsa-miR-486-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-486-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-487a-3p	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-487a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-487b-3p	2	15	0	0	0	1	1	0	0	1	1	1	0	0	0	0
hsa-miR-487b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-488-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-488-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-489-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-489-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-490-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-490-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-491-3p	0	3	0	0	1	1	1	2	0	0	1	0	0	0	0	1
hsa-miR-491-5p	0	11	3	3	7	7	5	11	5	3	5	8	2	2	6	4
hsa-miR-492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-493-3p	3	16	1	2	1	4	0	2	2	3	3	4	0	0	0	1
hsa-miR-493-5p	3	42	1	3	6	11	1	5	7	4	4	7	1	1	4	2
hsa-miR-494-3p	2	20	2	1	2	3	4	2	0	1	1	1	0	1	1	0
hsa-miR-494-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-495-3p	1	34	2	0	3	10	2	2	2	5	3	2	0	2	1	2
hsa-miR-495-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-497-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-497-5p	0	3	1	2	2	1	1	0	1	1	3	1	2	4	2	7
hsa-miR-498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4999-3p	0	2	1	1	0	0	0	0	0	0	0	0	1	0	1	0
hsa-miR-4999-5p	7	1	12	11	2	2	1	1	16	13	19	14	10	8	22	22
hsa-miR-499a-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-499a-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-499b-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-499b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5000-3p	4	5	4	5	1	2	1	2	3	3	4	4	2	4	5	9
hsa-miR-5000-5p	1	3	0	2	1	4	0	2	2	0	1	2	2	2	2	2
hsa-miR-5001-3p	2	1	2	2	0	1	0	2	0	1	2	7	0	2	2	4
hsa-miR-5001-5p	2	6	4	6	8	11	3	7	5	3	4	4	4	4	9	7
hsa-miR-5002-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5002-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5003-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5003-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5004-3p	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1
hsa-miR-5004-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-5006-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5006-5p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-5007-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5007-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5008-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5008-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5009-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5009-5p	0	2	2	1	9	12	4	6	2	0	1	1	0	1	4	0
hsa-miR-500a-3p	53	968	73	65	868	1661	577	1011	88	95	105	117	43	37	67	55
hsa-miR-500a-5p	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-500b-3p	2	39	4	4	68	117	40	68	5	1	6	6	1	1	6	3
hsa-miR-500b-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-501-3p	68	558	96	106	656	1161	342	657	145	134	158	175	92	95	158	170
hsa-miR-501-5p	14	129	10	6	130	270	91	165	7	19	5	16	7	5	10	15
hsa-miR-5010-3p	1	12	0	3	13	34	14	26	4	3	5	2	1	3	3	4
hsa-miR-5010-5p	0	3	0	0	1	5	0	0	0	0	0	0	0	0	0	0
hsa-miR-5011-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5011-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-502-3p	51	472	92	91	449	898	311	578	113	98	111	131	64	65	116	143
hsa-miR-502-5p	3	67	4	2	21	16	6	16	2	0	1	2	2	1	5	1
hsa-miR-503-3p	0	2	0	0	1	3	1	3	0	0	0	0	0	0	0	0
hsa-miR-503-5p	14	245	8	9	141	232	91	150	9	9	8	15	14	11	24	21
hsa-miR-504-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-504-5p	0	19	0	1	9	24	1	12	0	0	1	0	0	0	0	0
hsa-miR-5047	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-505-3p	94	531	97	100	698	1216	396	608	112	130	103	151	56	62	102	114
hsa-miR-505-5p	19	29	25	25	101	183	50	78	52	43	44	42	26	25	24	42
hsa-miR-506-3p	2	0	1	2	0	0	0	0	17	25	22	18	4	4	6	15
hsa-miR-506-5p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-507	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0
hsa-miR-508-3p	15	0	15	13	0	0	0	0	177	139	158	203	39	42	73	66
hsa-miR-508-5p	2	0	1	0	0	0	0	0	15	6	6	7	2	2	6	4
hsa-miR-5087	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1
hsa-miR-5088-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5088-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5089-3p	0	0	0	1	1	0	0	0	1	1	0	0	1	1	0	3
hsa-miR-5089-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-509-3-5p	18	0	4	8	0	2	0	0	68	73	79	116	43	42	69	121
hsa-miR-509-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-509-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5090	0	0	0	0	0	0	0	0	3	4	4	4	2	5	6	7
hsa-miR-5091	2	4	3	5	8	19	6	9	6	5	3	5	4	2	8	9
hsa-miR-5092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5094	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-5096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-510-3p	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-510-5p	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-5100	173	320	259	222	391	819	348	534	419	341	524	755	345	457	522	951
